Joan_var,Pere_var,Marta_var,Claudia_var,Marc_var,Maria_var
1262.18,1874.82,1811.35,2096.78,2763.32,2320.65
1262.18,1874.82,1811.35,2117.75,2763.32,2320.65
1262.18,1874.82,1811.35,2117.75,2763.32,2320.65
1262.18,1874.82,1811.35,2117.75,2763.32,2343.86
1262.18,1874.82,1811.35,2117.75,2763.32,2343.86
1274.8,1874.82,1811.35,2117.75,2790.96,2343.86
1274.8,1874.82,1811.35,2117.75,2790.96,2343.86
1274.8,1874.82,1811.35,2117.75,2790.96,2343.86
1274.8,1874.82,1811.35,2117.75,2790.96,2343.86
1274.8,1874.82,1829.47,2117.75,2790.96,2343.86
1274.8,1874.82,1829.47,2117.75,2790.96,2343.86
1274.8,1874.82,1829.47,2117.75,2790.96,2343.86
1274.8,1893.57,1829.47,2117.75,2790.96,2343.86
1274.8,1893.57,1829.47,2138.93,2790.96,2343.86
1274.8,1893.57,1829.47,2138.93,2790.96,2343.86
1274.8,1893.57,1829.47,2138.93,2790.96,2367.3
1274.8,1893.57,1829.47,2138.93,2790.96,2367.3
1287.55,1893.57,1829.47,2138.93,2818.87,2367.3
1287.55,1893.57,1829.47,2138.93,2818.87,2367.3
1287.55,1893.57,1829.47,2138.93,2818.87,2367.3
1287.55,1893.57,1829.47,2138.93,2818.87,2367.3
1287.55,1893.57,1847.76,2138.93,2818.87,2367.3
1287.55,1893.57,1847.76,2138.93,2818.87,2367.3
1287.55,1893.57,1847.76,2138.93,2818.87,2367.3
1287.55,1912.51,1847.76,2138.93,2818.87,2367.3
1287.55,1912.51,1847.76,2160.32,2818.87,2367.3
1287.55,1912.51,1847.76,2160.32,2818.87,2367.3
1287.55,1912.51,1847.76,2160.32,2818.87,2390.97
1287.55,1912.51,1847.76,2160.32,2818.87,2390.97
1300.42,1912.51,1847.76,2160.32,2847.06,2390.97
1300.42,1912.51,1847.76,2160.32,2847.06,2390.97
1300.42,1912.51,1847.76,2160.32,2847.06,2390.97
1300.42,1912.51,1847.76,2160.32,2847.06,2390.97
1300.42,1912.51,1866.24,2160.32,2847.06,2390.97
1300.42,1912.51,1866.24,2160.32,2847.06,2390.97
1300.42,1912.51,1866.24,2160.32,2847.06,2390.97
1300.42,1931.63,1866.24,2160.32,2847.06,2390.97
1300.42,1931.63,1866.24,2181.92,2847.06,2390.97
1300.42,1931.63,1866.24,2181.92,2847.06,2390.97
1300.42,1931.63,1866.24,2181.92,2847.06,2414.88
1300.42,1931.63,1866.24,2181.92,2847.06,2414.88
1313.43,1931.63,1866.24,2181.92,2875.53,2414.88
1313.43,1931.63,1866.24,2181.92,2875.53,2414.88
